Story #	Character Name	Sound	Sr No	Day	Charachter	Character Emotion	Dialogs & Requirments	Sprite																	
Story 2	Aryan	Angry Background Music 1	12	Day 2	Aryan	Aryan Angry	"That's exactly what losers say to make themselves feel better about having inferior equipment! When you have proper coaching, professional equipment, and dedicated practice facilities, natural talent becomes irrelevant."	AryanAngry																	
Story 2	Aryan	Angry Background Music 1	13	Day 2	Aryan	Aryan Angry	You think you can play cricket with your makeshift bats and tennis balls? That's not real cricket - that's just poor kids playing in the dirt and pretending it matters.	AryanAngry																	
Story 2	Aryan	Angry Background Music 1	14	Day 2	Raju	Raju Excited	You want to see what I can do? Fine. I'll show you that cricket isn't about how much money your family has or how expensive your equipment is.	RajuExcited																	
Story 2	Aryan	Angry Background Music 1	15	Day 2	Aryan	Aryan Excited	"Oh, this is perfect! The confident little slum boy thinks he can actually compete with someone who has everything he lacks. This will be entertaining."	AryanExcited																	
Story 2	Aryan	Angry Background Music 1	16	Day 2	Aryan	Aryan Serious	"Tomorrow afternoon, right here in this courtyard. A proper cricket challenge - you with your pathetic equipment against me with my professional gear. My friends will be here to watch."	AryanSerious																	
Story 2	Aryan	Angry Background Music 1	17	Day 2	Raju	Raju Excited	"I'll be here. And when it's over, you'll understand that respect isn't something money can buy - it's something you earn through skill and character."	RajuExcited																	
Story 2	Aryan	Angry Background Music 1	17.1	Day 2	No character - Dialog Setup	Not Applicable	"As Raju departs the complex with tomorrow's challenge officially accepted, he feels the weight of what he has committed himself to - not just a game of cricket but a public test of everything he believes about talent, effort, and the value of a person regardless of their economic circumstances. The anticipation mixes with anxiety as he realizes that failure tomorrow would validate every cruel assumption about his background and capabilities."	Wellington Estate																	
Story 2	Aryan	Angry Background Music 1	18	Day 3	No character - Dialog Setup	Not Applicable	"Knowing that tomorrow's challenge will be witnessed by Aryan's friends, Raju chooses to visit the high-rise complex again today, wanting to gauge the social pressure and perhaps understand what kind of audience he'll be facing."	Not Applicable																	
Story 2	Aryan	Angry Background Music 1	18.1	Day 3	No character - Dialog Setup	Not Applicable	"The complex buzzes with an undercurrent of excitement as word of tomorrow's cricket challenge has spread among the wealthy children who live here, their voices carrying the anticipation of spectators expecting to witness the humiliation of someone they consider beneath their social status. Raju can feel their curious and dismissive glances as he moves through the corridors, each look reinforcing his understanding that tomorrow's match represents far more than athletic competition - it has become a symbol of class conflict and social hierarchy."	Wellington Estate																	
Story 2	Aryan	Angry Background Music 1	19	Day 3	Jaspreet	Jaspreet Excited	"I can't believe you actually challenged that slum boy to cricket! What if he turns out to be actually good at it? I mean, some of those street kids are surprisingly athletic."	JaspreetExcited																	
Story 2	Aryan	Angry Background Music 1	20	Day 3	Aryan	Aryan Smiling	"Good? Please, Jaspreet. He probably learned cricket by playing with rocks and sticks in garbage dumps. There's a difference between street games and real cricket."	AryanSmiling																	
Story 2	Aryan	Angry Background Music 1	21	Day 3	Jaspreet	Jaspreet Quizzical	"But Aryan, I heard some kids from the regular school saying he's actually not bad at cricket. What if you're underestimating him?"	Jaspreet Quizzical																	
Story 2	Aryan	Angry Background Music 1	22	Day 3	Aryan	Aryan Serious	"It doesn't matter if he has some natural ability, Rohit. When you have proper equipment, professional coaching, and dedicated practice facilities, raw talent becomes meaningless."	AryanSerious																	
Story 2	Aryan	Angry Background Music 1	23	Day 3	Aryan	Aryan Excited	"Oh look, everyone! The challenger arrives! Perfect timing - I was just telling my friends about tomorrow's entertainment. Are you ready for your public humiliation, slum boy?"	AryanExcited																	
Story 2	Aryan	Angry Background Music 1	24a	Day 3	Raju	Raju Serious	I'll let my cricket speak for itself. Actions matter more than words.	RajuSerious																	
Story 2	Aryan	Angry Background Music 1	25a	Day 3	Aryan	Aryan Angry	How noble! The slum boy takes the high road. How boring. I expected more fire from someone so confident.	AryanAngry																	
Story 2	Aryan	Angry Background Music 1	26a	Day 3	Raju	Raju Serious	"Fire without control burns everything, including the person who starts it. I prefer focused determination."	RajuSerious																	
Story 2	Aryan	Angry Background Music 1	27a	Day 3	Aryan	Aryan Angry	"Your calm act won't help you when you're facing real cricket tomorrow. My friends expect entertainment, not philosophy lessons."	AryanAngry																	
Story 2	Aryan	Angry Background Music 1	28a	Day 3	Raju	Raju Serious	Then they'll see real cricket. That should be entertainment enough.	RajuSerious																	
Story 2	Aryan	Angry Background Music 1	28a.1	Day 3	No character - Dialog Setup	Not Applicable	"As Raju leaves the complex maintaining his composed demeanor despite the mounting pressure and taunts, he feels the inner strength that comes from refusing to be drawn into petty verbal battles that would only validate his critics' expectations. His choice to remain dignified in the face of provocation reflects a maturity that contrasts sharply with Aryan's need to perform for his audience, setting the stage for tomorrow's confrontation to be decided by skill rather than bluster."	Wellington Estate																	
Story 2	Aryan	Angry Background Music 1	29a	Day 4a	No character - Dialog Setup	Not Applicable	"On the fourth day, Raju maintains his composed approach, focusing on preparation rather than verbal sparring."	Not Applicable																	
Story 2	Aryan	Angry Background Music 1	29a.1	Day 4a	No character - Dialog Setup	Not Applicable	"The tension in the complex has reached a palpable intensity as residents and visitors alike seem aware that tomorrow will bring the culmination of days of building conflict between two very different worlds. Raju moves through the environment with the calm focus of someone who has found peace with his decision to let his abilities speak louder than his words, while around him swirls the excited chatter of those who view tomorrow's match as pure entertainment rather than a meaningful test of character and skill."	Wellington Estate																	
Story 2	Aryan	Angry Background Music 1	30a	Day 4a	Aryan	Aryan Angry	"Still playing the dignified act, slum boy? Wait until the pressure hits tomorrow. Let's see how calm you stay then."	AryanAngry																	
Story 2	Aryan	Angry Background Music 1	31a	Day 4a	Raju	Raju Serious	Pressure is just another condition to adapt to. Like playing in rain or wind - you adjust and continue.	RajuSerious																	
Story 2	Aryan	Angry Background Music 1	32a	Day 4a	Aryan	Aryan Angry	You're either very wise or very stupid. Tomorrow will show which one.	AryanAngry																	
Story 2	Aryan	Angry Background Music 1	33a	Day 4a	Raju	Raju Serious	Tomorrow will show what we've both learned about cricket. That's all that matters.	RajuSerious																	
Story 2	Aryan	Angry Background Music 1	33a.1	Day 4a	No character - Dialog Setup	Not Applicable	"As Raju walks away from his final pre-match encounter with Aryan, he carries with him the quiet confidence of someone who has discovered that inner peace can be more powerful than external bravado. His refusal to be baited into anger or defensiveness has revealed a strength of character that transcends the superficial markers of social status, preparing him mentally for tomorrow's challenge with the clarity that comes from knowing his worth is not determined by others' opinions."	Wellington Estate																	
